,new_parameters,path,name,ais_model,ais_scaler,soma_model,soma_scaler,emodel,exception,features,scores,trace_data
9956,"{""constant.distribution_decay"": -0.013975454462, ""g_pas.all"": 6.2619923e-05, ""gIhbar_Ih.somadend"": 0.000147690238, ""gNaTgbar_NaTg.axonal"": 2.074610134527, ""gNap_Et2bar_Nap_Et2.axonal"": 0.008433403936, ""gK_Pstbar_K_Pst.axonal"": 2.14923280789, ""gK_Tstbar_K_Tst.axonal"": 0.114748106975, ""gSKv3_1bar_SKv3_1.axonal"": 0.684795015199, ""gCa_HVAbar_Ca_HVA2.axonal"": 0.000946652478, ""gCa_LVAstbar_Ca_LVAst.axonal"": 0.002315306404, ""gSK_E2bar_SK_E2.axonal"": 0.033082897941, ""decay_CaDynamics_DC0.axonal"": 246.821638727039, ""gamma_CaDynamics_DC0.axonal"": 0.009142368606, ""gNaTgbar_NaTg.somatic"": 0.041069604593, ""gK_Pstbar_K_Pst.somatic"": 0.476655509936, ""gK_Tstbar_K_Tst.somatic"": 0.077965973473, ""gSKv3_1bar_SKv3_1.somatic"": 0.069188401144, ""gCa_HVAbar_Ca_HVA2.somatic"": 0.000462064116, ""gCa_LVAstbar_Ca_LVAst.somatic"": 0.001012558191, ""gSK_E2bar_SK_E2.somatic"": 0.166656324621, ""decay_CaDynamics_DC0.somatic"": 295.380371765411, ""gamma_CaDynamics_DC0.somatic"": 0.008577331753, ""gamma_CaDynamics_DC0.apical"": 0.006594014107, ""gNaTgbar_NaTg.apical"": 0.182674319597, ""gSKv3_1bar_SKv3_1.apical"": 0.00043446058, ""gCa_HVAbar_Ca_HVA2.apical"": 6.2681262e-05, ""gCa_LVAstbar_Ca_LVAst.apical"": 0.002574414711, ""gamma_CaDynamics_DC0.basal"": 0.052934037235, ""gCa_HVAbar_Ca_HVA2.basal"": 0.000172606909, ""gCa_LVAstbar_Ca_LVAst.basal"": 0.001826156552}",../cadpyr_l5/out/cADpyr_L5/rediametrized_morphologies/rat_20160319_E1_LH2_cell1.asc,g,"{""popt"": [60, 9.999999999999997e-07, 15.090203571413337, 1.3797281289007612], ""popt_names"": [""length"", ""strength"", ""taper_scale"", ""terminal_diameter""]}",1.0,"{""soma_radius"": 11.499882185234213, ""soma_surface"": 1366.431736708359}",1.0,cADpyr_L5_9084,,"{""bAP.soma.v.Spikecount"": 1.0, ""bAP.dend1.v.maximum_voltage_from_voltagebase"": 67.50689783020492, ""bAP.dend2.v.maximum_voltage_from_voltagebase"": 38.66971605849889, ""bAP.ca_prox_apic.cai.maximum_voltage_from_voltagebase"": 6.604021763392061e-05, ""bAP.ca_prox_basal.cai.maximum_voltage_from_voltagebase"": 0.00044549599800115846, ""bAP.ca_soma.cai.maximum_voltage_from_voltagebase"": 1.034126591999356e-05, ""bAP.ca_ais.cai.maximum_voltage_from_voltagebase"": 0.0002354966996309727, ""Step_150.soma.v.voltage_base"": -83.01096972003292, ""Step_150.soma.v.voltage_after_stim"": -83.56793397527284, ""Step_150.soma.v.AP_amplitude"": 72.02424464030196, ""Step_150.soma.v.APlast_amp"": 72.01525289911764, ""Step_150.soma.v.AHP_depth"": 7.751494668633697, ""Step_150.soma.v.mean_frequency"": 7.713073659832674, ""Step_150.soma.v.inv_time_to_first_spike"": 53.19148936277691, ""Step_150.soma.v.time_to_last_spike"": 1944.7500000052387, ""Step_150.soma.v.inv_first_ISI"": 16.051364365985705, ""Step_150.soma.v.inv_second_ISI"": 6.907269901577686, ""Step_150.soma.v.inv_third_ISI"": 6.73174015482576, ""Step_150.soma.v.inv_fourth_ISI"": 6.8119891007926565, ""Step_150.soma.v.inv_fifth_ISI"": 6.885866758453173, ""Step_200.soma.v.voltage_base"": -83.01096972003292, ""Step_200.soma.v.voltage_after_stim"": -83.60747175587503, ""Step_200.soma.v.AP_amplitude"": 69.79858858857388, ""Step_200.soma.v.APlast_amp"": 69.78694579503781, ""Step_200.soma.v.AHP_depth"": 9.255979708284505, ""Step_200.soma.v.mean_frequency"": 9.48029546918347, ""Step_200.soma.v.inv_time_to_first_spike"": 87.33624454433125, ""Step_200.soma.v.time_to_last_spike"": 1898.675000005071, ""Step_200.soma.v.inv_first_ISI"": 27.41603838247867, ""Step_200.soma.v.inv_second_ISI"": 9.324009324017805, ""Step_200.soma.v.inv_third_ISI"": 8.218615163352451, ""Step_200.soma.v.inv_fourth_ISI"": 8.348987685227744, ""Step_200.soma.v.inv_fifth_ISI"": 8.428150021039714, ""Step_280.soma.v.voltage_base"": -83.01096972003292, ""Step_280.soma.v.voltage_after_stim"": -83.88455404626971, ""Step_280.soma.v.AP_amplitude"": 65.16228281098954, ""Step_280.soma.v.APlast_amp"": 64.77180713307362, ""Step_280.soma.v.AHP_depth"": 11.736244396008084, ""Step_280.soma.v.mean_frequency"": 11.400440471533047, ""Step_280.soma.v.inv_time_to_first_spike"": 139.86013986736324, ""Step_280.soma.v.time_to_last_spike"": 1929.7500000051841, ""Step_280.soma.v.inv_first_ISI"": 43.05705059207361, ""Step_280.soma.v.inv_second_ISI"": 13.266998341637274, ""Step_280.soma.v.inv_third_ISI"": 9.808729769503772, ""Step_280.soma.v.inv_fourth_ISI"": 9.977550511358539, ""Step_280.soma.v.inv_fifth_ISI"": 10.090817356176597, ""APWaveform_320.soma.v.AP1_amp"": 72.42153043203004, ""APWaveform_320.soma.v.AP2_amp"": 56.87257327073362, ""APWaveform_320.soma.v.AP_duration_half_width"": 0.6874999999993747, ""APWaveform_320.soma.v.AHP_depth"": 16.906106279380342, ""RinProtocol.soma.v.ohmic_input_resistance_vb_ssse"": 28.752162521561687, ""SearchHoldingCurrent.soma.v.steady_state_voltage_stimend"": -83.0103991932359, ""RMPProtocol.soma.v.steady_state_voltage_stimend"": -79.00847529612817, ""RMPProtocol.soma.v.Spikecount"": 0.0, ""IV_-100.soma.v.voltage_deflection"": -8.429507068207101, ""IV_-100.soma.v.voltage_deflection_begin"": -9.182310231830002, ""SpikeRec_600.soma.v.decay_time_constant_after_stim"": 15.892889857533644, ""SpikeRec_600.soma.v.voltage_after_stim"": -74.73872829389103, ""SpikeRec_600.soma.v.Spikecount"": 1.0, ""SearchHoldingCurrent.soma.v.bpo_holding_current"": -0.125, ""SearchThresholdCurrent.soma.v.bpo_threshold_current"": 0.3395251428060978}","{""bAP.soma.v.Spikecount"": 0.0, ""bAP.dend1.v.maximum_voltage_from_voltagebase"": 0.921895661988483, ""bAP.dend2.v.maximum_voltage_from_voltagebase"": 3.0406570902016847, ""bAP.ca_prox_apic.cai.maximum_voltage_from_voltagebase"": 2.174914343685676, ""bAP.ca_prox_basal.cai.maximum_voltage_from_voltagebase"": 0.871298579343414, ""bAP.ca_soma.cai.maximum_voltage_from_voltagebase"": 1.3391646401776522, ""bAP.ca_ais.cai.maximum_voltage_from_voltagebase"": 1.1597857894669554, ""Step_150.soma.v.voltage_base"": 0.14712955847067863, ""Step_150.soma.v.voltage_after_stim"": 2.7342527412688176, ""Step_150.soma.v.AP_amplitude"": 0.27700229839784785, ""Step_150.soma.v.APlast_amp"": 0.6335733144319224, ""Step_150.soma.v.AHP_depth"": 2.929207866010459, ""Step_150.soma.v.mean_frequency"": 0.8312255637719789, ""Step_150.soma.v.inv_time_to_first_spike"": 1.8332490342106977, ""Step_150.soma.v.time_to_last_spike"": 0.5323696182053063, ""Step_150.soma.v.inv_first_ISI"": 1.5540572815676361, ""Step_150.soma.v.inv_second_ISI"": 0.6861553358642325, ""Step_150.soma.v.inv_third_ISI"": 0.8525546858889902, ""Step_150.soma.v.inv_fourth_ISI"": 1.04114490727019, ""Step_150.soma.v.inv_fifth_ISI"": 1.0573298230427366, ""Step_200.soma.v.voltage_base"": 0.008307719502619161, ""Step_200.soma.v.voltage_after_stim"": 2.561730858497422, ""Step_200.soma.v.AP_amplitude"": 0.4485389935433807, ""Step_200.soma.v.APlast_amp"": 0.8720380128881633, ""Step_200.soma.v.AHP_depth"": 3.098802146408918, ""Step_200.soma.v.mean_frequency"": 0.027518677192321973, ""Step_200.soma.v.inv_time_to_first_spike"": 1.984809873103955, ""Step_200.soma.v.time_to_last_spike"": 0.42446938445534754, ""Step_200.soma.v.inv_first_ISI"": 0.23230678758042161, ""Step_200.soma.v.inv_second_ISI"": 0.5239235996750821, ""Step_200.soma.v.inv_third_ISI"": 0.4808459697635066, ""Step_200.soma.v.inv_fourth_ISI"": 0.2678260747478229, ""Step_200.soma.v.inv_fifth_ISI"": 0.15598441801515664, ""Step_280.soma.v.voltage_base"": 0.24822315715250234, ""Step_280.soma.v.voltage_after_stim"": 2.668602496256162, ""Step_280.soma.v.AP_amplitude"": 0.3709087907893604, ""Step_280.soma.v.APlast_amp"": 0.7074487276383122, ""Step_280.soma.v.AHP_depth"": 2.537836046185058, ""Step_280.soma.v.mean_frequency"": 1.4550036749118522, ""Step_280.soma.v.inv_time_to_first_spike"": 2.3859990180098363, ""Step_280.soma.v.time_to_last_spike"": 2.1249795468675154, ""Step_280.soma.v.inv_first_ISI"": 0.2838954998170315, ""Step_280.soma.v.inv_second_ISI"": 1.62715006219875, ""Step_280.soma.v.inv_third_ISI"": 2.279986741523688, ""Step_280.soma.v.inv_fourth_ISI"": 1.9633949398999562, ""Step_280.soma.v.inv_fifth_ISI"": 1.7620219331187674, ""APWaveform_320.soma.v.AP1_amp"": 4.518000487749988, ""APWaveform_320.soma.v.AP2_amp"": 0.8610768832908489, ""APWaveform_320.soma.v.AP_duration_half_width"": 2.30731889469987, ""APWaveform_320.soma.v.AHP_depth"": 2.53423225102583, ""RinProtocol.soma.v.ohmic_input_resistance_vb_ssse"": 1.4384577510202379, ""SearchHoldingCurrent.soma.v.steady_state_voltage_stimend"": 0.06769105661864822, ""RMPProtocol.soma.v.steady_state_voltage_stimend"": 0.5159733654196248, ""RMPProtocol.soma.v.Spikecount"": 0.0, ""IV_-100.soma.v.voltage_deflection"": 1.7607647596568685, ""IV_-100.soma.v.voltage_deflection_begin"": 2.5243619414745946, ""SpikeRec_600.soma.v.decay_time_constant_after_stim"": 0.8124678635281835, ""SpikeRec_600.soma.v.voltage_after_stim"": 0.311551538155501, ""SpikeRec_600.soma.v.Spikecount"": 0.43669141039236475, ""SearchHoldingCurrent.soma.v.bpo_holding_current"": 0.32429718875502006, ""SearchThresholdCurrent.soma.v.bpo_threshold_current"": 0.31979981747449887}",traces/trace_data_ed70826efddb3840b919d94abb78d43b74b2bdbc46d1e69c2a80b90b162ede04.pkl
47412,"{""constant.distribution_decay"": -0.009331471953, ""g_pas.all"": 6.0692311e-05, ""gIhbar_Ih.somadend"": 7.4124683e-05, ""gNaTgbar_NaTg.axonal"": 2.646391211589, ""gNap_Et2bar_Nap_Et2.axonal"": 0.016175240562, ""gK_Pstbar_K_Pst.axonal"": 3.757563591915, ""gK_Tstbar_K_Tst.axonal"": 0.131757886439, ""gSKv3_1bar_SKv3_1.axonal"": 0.007149983872, ""gCa_HVAbar_Ca_HVA2.axonal"": 0.000676026976, ""gCa_LVAstbar_Ca_LVAst.axonal"": 0.003914839153, ""gSK_E2bar_SK_E2.axonal"": 0.020203758632, ""decay_CaDynamics_DC0.axonal"": 108.385376855382, ""gamma_CaDynamics_DC0.axonal"": 0.015617238891, ""gNaTgbar_NaTg.somatic"": 0.168363382706, ""gK_Pstbar_K_Pst.somatic"": 0.259913808034, ""gK_Tstbar_K_Tst.somatic"": 0.061208999619, ""gSKv3_1bar_SKv3_1.somatic"": 0.822724560322, ""gCa_HVAbar_Ca_HVA2.somatic"": 0.000256888196, ""gCa_LVAstbar_Ca_LVAst.somatic"": 0.005001666376, ""gSK_E2bar_SK_E2.somatic"": 0.049103135732, ""decay_CaDynamics_DC0.somatic"": 62.671950584828, ""gamma_CaDynamics_DC0.somatic"": 0.041462568623, ""gamma_CaDynamics_DC0.apical"": 0.023275018413, ""gNaTgbar_NaTg.apical"": 0.181299001234, ""gSKv3_1bar_SKv3_1.apical"": 0.002883874234, ""gCa_HVAbar_Ca_HVA2.apical"": 0.00019699127, ""gCa_LVAstbar_Ca_LVAst.apical"": 0.000730152359, ""gamma_CaDynamics_DC0.basal"": 0.089400728433, ""gCa_HVAbar_Ca_HVA2.basal"": 6.1500082e-05, ""gCa_LVAstbar_Ca_LVAst.basal"": 0.001850728382}",../cadpyr_l5/out/cADpyr_L5/rediametrized_morphologies/rat_20160319_E1_LH2_cell1.asc,r,"{""popt"": [60, 9.999999999999997e-07, 15.090203571413337, 1.3797281289007612], ""popt_names"": [""length"", ""strength"", ""taper_scale"", ""terminal_diameter""]}",1.0,"{""soma_radius"": 11.499882185234213, ""soma_surface"": 1366.431736708359}",1.0,cADpyr_L5_9084,,"{""bAP.soma.v.Spikecount"": 1.0, ""bAP.dend1.v.maximum_voltage_from_voltagebase"": 86.53828280305588, ""bAP.dend2.v.maximum_voltage_from_voltagebase"": 56.663591625603665, ""bAP.ca_prox_apic.cai.maximum_voltage_from_voltagebase"": 0.00010019087075139884, ""bAP.ca_prox_basal.cai.maximum_voltage_from_voltagebase"": 0.00030002659467171796, ""bAP.ca_soma.cai.maximum_voltage_from_voltagebase"": 5.367518192573292e-05, ""bAP.ca_ais.cai.maximum_voltage_from_voltagebase"": 0.00036767380245092895, ""Step_150.soma.v.voltage_base"": -82.90692454403079, ""Step_150.soma.v.voltage_after_stim"": -83.2171371215542, ""Step_150.soma.v.AP_amplitude"": 85.51383028618578, ""Step_150.soma.v.APlast_amp"": 85.25679985854322, ""Step_150.soma.v.AHP_depth"": 7.332257847660556, ""Step_150.soma.v.mean_frequency"": 11.198350788308172, ""Step_150.soma.v.inv_time_to_first_spike"": 44.89337822748353, ""Step_150.soma.v.time_to_last_spike"": 1964.5750000053108, ""Step_150.soma.v.inv_first_ISI"": 13.033561420670049, ""Step_150.soma.v.inv_second_ISI"": 10.540184453237517, ""Step_150.soma.v.inv_third_ISI"": 10.582010582020207, ""Step_150.soma.v.inv_fourth_ISI"": 10.607265977174029, ""Step_150.soma.v.inv_fifth_ISI"": 10.632642211550898, ""Step_200.soma.v.voltage_base"": -82.90692454403079, ""Step_200.soma.v.voltage_after_stim"": -83.29442833167325, ""Step_200.soma.v.AP_amplitude"": 83.36307357666729, ""Step_200.soma.v.APlast_amp"": 83.43161929238096, ""Step_200.soma.v.AHP_depth"": 9.095027515897257, ""Step_200.soma.v.mean_frequency"": 13.49195023542425, ""Step_200.soma.v.inv_time_to_first_spike"": 74.48789571902658, ""Step_200.soma.v.time_to_last_spike"": 1927.0750000051744, ""Step_200.soma.v.inv_first_ISI"": 17.301038062299472, ""Step_200.soma.v.inv_second_ISI"": 12.554927809176515, ""Step_200.soma.v.inv_third_ISI"": 12.706480304967084, ""Step_200.soma.v.inv_fourth_ISI"": 12.755102040827927, ""Step_200.soma.v.inv_fifth_ISI"": 12.799999999965392, ""Step_280.soma.v.voltage_base"": -82.90692454403079, ""Step_280.soma.v.voltage_after_stim"": -83.38779753450955, ""Step_280.soma.v.AP_amplitude"": 79.38145008431526, ""Step_280.soma.v.APlast_amp"": 79.01421527329427, ""Step_280.soma.v.AHP_depth"": 11.650296040014346, ""Step_280.soma.v.mean_frequency"": 16.215257543851305, ""Step_280.soma.v.inv_time_to_first_spike"": 120.84592145555884, ""Step_280.soma.v.time_to_last_spike"": 1973.450000005343, ""Step_280.soma.v.inv_first_ISI"": 22.857142857163645, ""Step_280.soma.v.inv_second_ISI"": 14.72211998529127, ""Step_280.soma.v.inv_third_ISI"": 15.140045420150031, ""Step_280.soma.v.inv_fourth_ISI"": 15.290519877689748, ""Step_280.soma.v.inv_fifth_ISI"": 15.331544653137746, ""APWaveform_320.soma.v.AP1_amp"": 85.65102629389432, ""APWaveform_320.soma.v.AP2_amp"": 78.91822140591782, ""APWaveform_320.soma.v.AP_duration_half_width"": 0.6749999999993861, ""APWaveform_320.soma.v.AHP_depth"": 15.633924358452518, ""RinProtocol.soma.v.ohmic_input_resistance_vb_ssse"": 36.52648375476772, ""SearchHoldingCurrent.soma.v.steady_state_voltage_stimend"": -82.90690613121551, ""RMPProtocol.soma.v.steady_state_voltage_stimend"": -81.46774253263624, ""RMPProtocol.soma.v.Spikecount"": 0.0, ""IV_-100.soma.v.voltage_deflection"": -9.075220961758504, ""IV_-100.soma.v.voltage_deflection_begin"": -10.045196679999378, ""SpikeRec_600.soma.v.decay_time_constant_after_stim"": 16.06279118314316, ""SpikeRec_600.soma.v.voltage_after_stim"": -79.74122606151228, ""SpikeRec_600.soma.v.Spikecount"": 1.0, ""SearchHoldingCurrent.soma.v.bpo_holding_current"": -0.037500000000000006, ""SearchThresholdCurrent.soma.v.bpo_threshold_current"": 0.27893341496172186}","{""bAP.soma.v.Spikecount"": 0.0, ""bAP.dend1.v.maximum_voltage_from_voltagebase"": 2.6142784524345566, ""bAP.dend2.v.maximum_voltage_from_voltagebase"": 0.16315585971442137, ""bAP.ca_prox_apic.cai.maximum_voltage_from_voltagebase"": 1.7958837874428546, ""bAP.ca_prox_basal.cai.maximum_voltage_from_voltagebase"": 2.485831357694585, ""bAP.ca_soma.cai.maximum_voltage_from_voltagebase"": 0.8582110774058501, ""bAP.ca_ais.cai.maximum_voltage_from_voltagebase"": 2.626790260276681, ""Step_150.soma.v.voltage_base"": 0.2501241892389733, ""Step_150.soma.v.voltage_after_stim"": 2.989007173889467, ""Step_150.soma.v.AP_amplitude"": 2.085863933782872, ""Step_150.soma.v.APlast_amp"": 2.176481538363499, ""Step_150.soma.v.AHP_depth"": 3.0369365177149352, ""Step_150.soma.v.mean_frequency"": 2.342882888752677, ""Step_150.soma.v.inv_time_to_first_spike"": 0.9703186526365434, ""Step_150.soma.v.time_to_last_spike"": 0.6070516404252219, ""Step_150.soma.v.inv_first_ISI"": 0.8760669094538538, ""Step_150.soma.v.inv_second_ISI"": 2.2593904613015403, ""Step_150.soma.v.inv_third_ISI"": 2.4987432476891724, ""Step_150.soma.v.inv_fourth_ISI"": 2.6764762052628526, ""Step_150.soma.v.inv_fifth_ISI"": 2.6153701811173065, ""Step_200.soma.v.voltage_base"": 0.09374738201982444, ""Step_200.soma.v.voltage_after_stim"": 2.778790506397699, ""Step_200.soma.v.AP_amplitude"": 2.380774287640813, ""Step_200.soma.v.APlast_amp"": 2.6090844537155427, ""Step_200.soma.v.AHP_depth"": 3.140266502847397, ""Step_200.soma.v.mean_frequency"": 1.5163755524262046, ""Step_200.soma.v.inv_time_to_first_spike"": 1.0691962030305777, ""Step_200.soma.v.time_to_last_spike"": 0.041789251181642464, ""Step_200.soma.v.inv_first_ISI"": 1.0746252261387075, ""Step_200.soma.v.inv_second_ISI"": 0.5074949111497258, ""Step_200.soma.v.inv_third_ISI"": 1.1164864411186946, ""Step_200.soma.v.inv_fourth_ISI"": 1.3596077568249714, ""Step_200.soma.v.inv_fifth_ISI"": 1.48073827260881, ""Step_280.soma.v.voltage_base"": 0.33647930780322016, ""Step_280.soma.v.voltage_after_stim"": 2.9775498883577654, ""Step_280.soma.v.AP_amplitude"": 2.242664589139397, ""Step_280.soma.v.APlast_amp"": 2.3434164893857274, ""Step_280.soma.v.AHP_depth"": 2.555494732081207, ""Step_280.soma.v.mean_frequency"": 0.30937650476430223, ""Step_280.soma.v.inv_time_to_first_spike"": 1.420182730685869, ""Step_280.soma.v.time_to_last_spike"": 0.3406455765637643, ""Step_280.soma.v.inv_first_ISI"": 1.1911856424198866, ""Step_280.soma.v.inv_second_ISI"": 1.289894779286314, ""Step_280.soma.v.inv_third_ISI"": 0.5877204735430318, ""Step_280.soma.v.inv_fourth_ISI"": 0.2947487821326165, ""Step_280.soma.v.inv_fifth_ISI"": 0.11627162004216011, ""APWaveform_320.soma.v.AP1_amp"": 2.9698399946292917, ""APWaveform_320.soma.v.AP2_amp"": 2.048049168778166, ""APWaveform_320.soma.v.AP_duration_half_width"": 2.353995519046355, ""APWaveform_320.soma.v.AHP_depth"": 2.930340829326364, ""RinProtocol.soma.v.ohmic_input_resistance_vb_ssse"": 0.984267960041379, ""SearchHoldingCurrent.soma.v.steady_state_voltage_stimend"": 0.04848885135215429, ""RMPProtocol.soma.v.steady_state_voltage_stimend"": 1.187757466301418, ""RMPProtocol.soma.v.Spikecount"": 0.0, ""IV_-100.soma.v.voltage_deflection"": 1.5372105796432267, ""IV_-100.soma.v.voltage_deflection_begin"": 2.2438488085564914, ""SpikeRec_600.soma.v.decay_time_constant_after_stim"": 0.8465626872578178, ""SpikeRec_600.soma.v.voltage_after_stim"": 2.0548250841623488, ""SpikeRec_600.soma.v.Spikecount"": 0.43669141039236475, ""SearchHoldingCurrent.soma.v.bpo_holding_current"": 1.2028112449799198, ""SearchThresholdCurrent.soma.v.bpo_threshold_current"": 0.32342446962078714}",traces/trace_data_cc3cb92a2be6e1cd22b3ea6e1832f6829f9e3363ab7120f0e45df727a244e2a1.pkl
